customer_id;order_date;order_id;pages_visited;tshirt_category;tshirt_price;tshirt_quantity;user_agent
897161;11/02/2017;HTS-897161-0004;10;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
676594;03/03/2016;HTS-676594-0001;16;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
270874;04/11/2014;HTS-270874-0002;7;Tennis Shirt;24;10;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
188008;28/11/2016;HTS-188008-0001;10;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
617099;11/12/2013;HTS-617099-0001;11;Tennis Shirt;24;3;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
661335;08/01/2015;HTS-661335-0001;5;Tennis Shirt;24;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
681548;23/09/2014;HTS-681548-0001;14;Tennis Shirt;24;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
609258;25/11/2013;HTS-609258-0001;10;Tennis Shirt;24;12;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
213980;02/08/2015;HTS-213980-0002;16;Tennis Shirt;24;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
556754;19/08/2014;HTS-556754-0002;14;Tennis Shirt;24;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
446593;18/09/2015;HTS-446593-0001;9;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
9l5b3s;20/12/2016;HTS-9l5b3s-0002;12;Tennis Shirt;24;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
658742;21/02/2017;HTS-658742-0004;9;Tennis Shirt;24;3;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
299477;01/01/2015;HTS-299477-0003;16;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
688092;23/08/2016;HTS-688092-0002;9;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
795181;07/07/2016;HTS-795181-0003;13;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
457991;24/09/2013;HTS-457991-0001;15;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
15211;02/09/2014;HTS-015211-0001;9;Tennis Shirt;24;1;Mozilla/5.0 (Windows NT 6.1| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
126824;22/07/2015;HTS-126824-0002;9;Tennis Shirt;24;10;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
296966;02/03/2017;HTS-296966-0001;15;Tennis Shirt;24;2;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
mp737j;09/01/2017;HTS-mp737j-0003;11;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
grd2ue;15/03/2016;HTS-grd2ue-0002;15;Black T-Shirt F;17,5;4;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
2we6c5;21/12/2016;HTS-2we6c5-0003;19;Black T-Shirt F;17,5;6;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
177629;25/09/2016;HTS-177629-0005;5;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
177629;16/08/2015;HTS-177629-0004;5;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
640817;09/10/2015;HTS-640817-0002;7;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
215638;08/02/2016;HTS-215638-0004;9;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
59287;13/09/2014;HTS-059287-0001;12;Black T-Shirt F;17,5;16;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
59287;08/02/2016;HTS-059287-0003;13;Black T-Shirt F;17,5;15;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
215638;31/08/2015;HTS-215638-0003;14;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
236637;01/10/2014;HTS-236637-0001;16;Black T-Shirt F;17,5;10;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
772zgp;08/03/2017;HTS-772zgp-0003;12;Black T-Shirt F;17,5;8;Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
772zgp;13/06/2016;HTS-772zgp-0002;16;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
m177fk;21/02/2017;HTS-m177fk-0003;14;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
m177fk;18/08/2016;HTS-m177fk-0002;14;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| WOW64| rv:52.0) Gecko/20100101 Firefox/52.0
415857;19/10/2015;HTS-415857-0002;8;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
pbh4o5;23/12/2015;HTS-pbh4o5-0004;8;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
pbh4o5;23/03/2015;HTS-pbh4o5-0001;9;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
5y8m25;18/03/2016;HTS-5y8m25-0002;10;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
415857;11/10/2016;HTS-415857-0004;16;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
780856;08/10/2016;HTS-780856-0007;4;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
00q4am;29/04/2016;HTS-00q4am-0004;9;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
00q4am;14/12/2015;HTS-00q4am-0003;10;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
780856;23/02/2014;HTS-780856-0002;13;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
750843;07/04/2017;HTS-750843-0006;6;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
0yi4d6;31/08/2016;HTS-0yi4d6-0002;8;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
0yi4d6;08/07/2015;HTS-0yi4d6-0001;11;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
598822;28/07/2016;HTS-598822-0001;13;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
871608;03/12/2016;HTS-871608-0004;6;Black T-Shirt F;17,5;4;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
378687;25/02/2016;HTS-378687-0004;7;Black T-Shirt F;17,5;2;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
972280;16/07/2014;HTS-972280-0001;8;Black T-Shirt F;17,5;1;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
378687;01/02/2015;HTS-378687-0002;8;Black T-Shirt F;17,5;1;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
871608;08/03/2016;HTS-871608-0003;13;Black T-Shirt F;17,5;2;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
297733;20/03/2017;HTS-297733-0005;14;Black T-Shirt F;17,5;3;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
700824;25/03/2015;HTS-700824-0002;12;Black T-Shirt F;17,5;3;Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
463199;11/12/2013;HTS-463199-0002;10;Bl Tshirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
694415;15/10/2013;HTS-694415-0001;18;Bl Tshirt F;17,5;3;Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
342340;06/03/2016;HTS-342340-0003;11;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
342340;03/10/2014;HTS-342340-0001;14;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
24774;24/06/2016;HTS-024774-0001;18;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
1kgqvo;09/07/2016;HTS-1kgqvo-0002;6;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
923895;10/01/2015;HTS-923895-0001;6;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
900222;02/03/2016;HTS-900222-0003;13;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
oklgur;02/07/2016;HTS-oklgur-0004;6;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
oklgur;09/05/2015;HTS-oklgur-0001;10;Black T-Shirt F;17,5;5;Mozilla/5.0 (Windows NT 6.1| WOW64| Trident/7.0| rv:11.0) like Gecko
677769;05/11/2016;HTS-677769-0006;14;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
169574;28/11/2014;HTS-169574-0002;12;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.3| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
260176;13/04/2016;HTS-260176-0005;8;Black T-Shirt F;17,5;4;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
669869;21/07/2013;HTS-669869-0001;10;Bl Tshirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
877204;31/08/2013;HTS-877204-0001;11;Bl Tshirt F;17,5;1;Mozilla/5.0 (X11| Ubuntu| Linux x86_64| rv:51.0) Gecko/20100101 Firefox/51.0
mqmxeg;29/09/2015;HTS-mqmxeg-0001;7;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
805571;07/02/2017;HTS-805571-0002;14;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
10311;28/05/2015;HTS-010311-0002;14;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
10311;08/09/2014;HTS-010311-0001;16;Black T-Shirt F;17,5;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10.12| rv:51.0) Gecko/20100101 Firefox/51.0
536389;14/06/2015;HTS-536389-0002;6;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
5gr0i8;21/12/2015;HTS-5gr0i8-0002;16;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
920998;08/09/2016;HTS-920998-0006;5;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
767376;04/12/2014;HTS-767376-0003;5;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
361486;14/06/2015;HTS-361486-0003;7;Black T-Shirt F;17,5;4;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
ieoqzh;28/08/2015;HTS-ieoqzh-0001;11;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
920998;01/07/2015;HTS-920998-0004;12;Black T-Shirt F;17,5;3;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
ieoqzh;08/01/2017;HTS-ieoqzh-0003;13;Black T-Shirt F;17,5;4;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
920998;14/04/2014;HTS-920998-0002;14;Black T-Shirt F;17,5;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8
c7hkto;16/07/2016;HTS-c7hkto-0001;10;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
810169;04/12/2016;HTS-810169-0005;10;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
jt9cx5;20/03/2016;HTS-jt9cx5-0002;14;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
484271;16/09/2014;HTS-484271-0001;6;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 10.0| WOW64| rv:51.0) Gecko/20100101 Firefox/51.0
785314;03/06/2016;HTS-785314-0007;2;Black T-Shirt F;17,5;5;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
286810;02/06/2015;HTS-286810-0005;5;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
mmo1ii;04/09/2015;HTS-mmo1ii-0001;7;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
mmo1ii;10/04/2016;HTS-mmo1ii-0002;9;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
286810;19/12/2014;HTS-286810-0004;9;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
hiq9x7;17/08/2016;HTS-hiq9x7-0002;10;Black T-Shirt F;17,5;4;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
286810;01/06/2014;HTS-286810-0003;11;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
05r274;18/01/2016;HTS-05r274-0002;12;Black T-Shirt F;17,5;5;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
440432;05/02/2017;HTS-440432-0002;13;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
4409di;06/03/2016;HTS-4409di-0002;14;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
321640;07/10/2014;HTS-321640-0002;8;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
321640;12/03/2015;HTS-321640-0003;9;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
bbxavl;12/01/2017;HTS-bbxavl-0003;10;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
bbxavl;12/05/2016;HTS-bbxavl-0002;10;Black T-Shirt F;17,5;3;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
365731;17/09/2014;HTS-365731-0001;10;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 6.1| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
466936;04/03/2017;HTS-466936-0005;9;Black T-Shirt F;17,5;8;Mozilla/5.0 (X11| Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
300077;18/11/2014;HTS-300077-0003;6;Black T-Shirt F;17,5;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
300077;09/09/2016;HTS-300077-0004;12;Black T-Shirt F;17,5;2;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
390918;30/10/2013;HTS-390918-0001;10;Wh Tshirt F;18;3;Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
mp737j;02/09/2015;HTS-mp737j-0001;6;White T-Shirt F;18;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
mp737j;01/05/2016;HTS-mp737j-0002;7;White T-Shirt F;18;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
grd2ue;09/11/2016;HTS-grd2ue-0003;12;White T-Shirt F;18;4;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
177629;15/05/2015;HTS-177629-0003;8;White T-Shirt F;18;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
59287;03/06/2015;HTS-059287-0002;8;White T-Shirt F;18;23;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
177629;05/04/2014;HTS-177629-0001;9;White T-Shirt F;18;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
215638;06/04/2015;HTS-215638-0002;12;White T-Shirt F;18;1;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
215638;24/05/2014;HTS-215638-0001;17;White T-Shirt F;18;2;Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
952630;21/03/2016;HTS-952630-0003;13;White T-Shirt F;18;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393
pbh4o5;26/03/2016;HTS-pbh4o5-0005;6;White T-Shirt F;18;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
pbh4o5;13/09/2015;HTS-pbh4o5-0003;8;White T-Shirt F;18;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
415857;29/03/2016;HTS-415857-0003;9;White T-Shirt F;18;3;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
0u8ncf;12/12/2016;HTS-0u8ncf-0001;10;White T-Shirt F;18;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
pbh4o5;20/06/2015;HTS-pbh4o5-0002;11;White T-Shirt F;18;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
715049;12/02/2017;HTS-715049-0001;11;White T-Shirt F;18;2;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
415857;30/11/2014;HTS-415857-0001;13;White T-Shirt F;18;1;Mozilla/5.0 (Windows NT 10.0| Win64| x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
159627;18/01/2014;HTS-159627-0001;8;White T-Shirt F;18;2;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
73062;14/07/2016;HTS-073062-0004;9;White T-Shirt F;18;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
780856;21/03/2016;HTS-780856-0006;10;White T-Shirt F;18;5;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
780856;10/03/2015;HTS-780856-0004;11;White T-Shirt F;18;1;Mozilla/5.0 (Windows NT 6.1| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
