commentId;videoId;publishedAt;comment;likeCount;predictedSentiment;confidence;sentimentSource
"UgwWFp3dLzLrpHfbxJd4AaABAg";"duMSovyosXE";"2020-04-26T00:59:16Z";"Exactly what I was looking for today. Thanks a lot for the video!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugwkp3aFW2PQUzXzA754AaABAg";"duMSovyosXE";"2019-11-29T13:09:06Z";"This is great, and really helpful - thank you very much.  But what about leap years?  If you're on the 29th Feb, there wasn't one 12 months ago.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxbF3tfRLoBmjHzboZ4AaABAg";"ksSg7hhMDbU";"2020-04-15T19:40:20Z";"thanks, thanks and thanks.. I love so much for this explanation";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw2abP7-RhZhTVs_jh4AaABAg";"duMSovyosXE";"2020-06-19T08:01:23Z";"Hey, Thanks a lot for sharing this video. Much appreciated! It was really helpful. I tried implementing the same with my data & the output was accurate!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyef2abiEkq2MPYe0B4AaABAg";"duMSovyosXE";"2020-02-19T02:52:08Z";"Hey Parker,
Quick query please

Followed the DAX formula and have working fine Thanks! 
But how do I get it go in Year/Month Order? As in if I select March 2019 I would like March to be 1st then Feb, Jan and then Dec18 etc. Currently my graph will stay Jan to Dec.
Thanks again.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxcAr5-xjfzGD9SJOR4AaABAg";"duMSovyosXE";"2020-02-04T16:59:19Z";"Hello @BI Elite, this video is pretty cool and it helped me a lot in consulting mission 1 year ago. Right now, the logic is perfect but I would like the Previous Date to be based on the last Value that exists, not the Last Date. Do you think it is possible ? Many thanks in advance, and best regards, Augustin de la Fouchardiere, MYPE";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxuerIalu9pXTpCkOZ4AaABAg";"duMSovyosXE";"2019-10-31T08:30:28Z";"Thank you for this video and i  need last 2 years sales by clicking one year can you do that please , thank you";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxChknE14i66jc3IgN4AaABAg";"duMSovyosXE";"2018-12-04T00:10:33Z";"Thanks heaps - this is really clear and concise and exactly what i was after. Liked and Subscribed. Keep up the videos cheers !";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyj5pDKzLBqurwIj3h4AaABAg";"duMSovyosXE";"2018-11-21T15:45:29Z";"Great.. Thanks where can I download this pbix file from?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwH9X8zw44gCdOg8UV4AaABAg";"HJr4mLYsnB8";"2018-11-14T01:05:02Z";"Awesome video";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyK-y4GRb5vdWQVzmt4AaABAg";"HJr4mLYsnB8";"2018-11-13T21:07:33Z";"Very nice and easy to realize, thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyRgBlFd0S-jgYIDLJ4AaABAg";"DRVDYOrVdlQ";"2018-11-06T15:52:03Z";"That's very nicely illustrated. Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwM5jWo-ZAcpH6vF4B4AaABAg";"DRVDYOrVdlQ";"2018-12-15T03:41:39Z";"Hey Parker! The content is very informative and the dashboard is awesome. Great work! Are you willing to share the pbix? I'd like to mess around with it and see what I can come up with. Regardless, keep up the great work!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxWXGe7__bGBAGXkKx4AaABAg";"9XsMt1TxNeM";"2020-09-17T07:46:44Z";"Very well explained.  I like the way you iterate through the problem so that the solution is incremental.  Really helps to understand DAX better.  Thanks a Million!!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyKmSo06527V_d8gk14AaABAg";"rLmZYThOJg0";"2020-08-27T16:54:03Z";"Hi Parker, question are these playlists updated with the new videos you are coming out with? Amazing stuff!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyk3xxB0nKMieFtlx54AaABAg";"9XsMt1TxNeM";"2019-05-08T14:21:22Z";"Awesome. Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxvFXY3XYpBNM7jxz94AaABAg";"9XsMt1TxNeM";"2018-10-22T10:51:24Z";"Thank you. Great!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx7x_LsV26QZwmtsr94AaABAg";"9XsMt1TxNeM";"2018-09-27T03:29:33Z";"Just based on the title of the video I was like...mmmmh, Maxx?  This won't be something new...but at the end of the video I was like... awesome, this is great. Thanks for the video.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzmY_eHPyrO8gMFgHJ4AaABAg";"9XsMt1TxNeM";"2018-09-25T19:59:44Z";"Awesome!! ???? Thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxK-VaQ9aG6RY3pvit4AaABAg";"9XsMt1TxNeM";"2018-09-25T17:35:39Z";"Good one. Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwOYayH-rEamSGZrJp4AaABAg";"P2hu_VsRVfM";"2018-09-18T19:37:25Z";"Awesome..thank you!!????";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw3_POutcGckKwaWqh4AaABAg";"syzA3PZx3qk";"2018-09-06T01:22:32Z";"Wow, excellent. I saw another video explaining this custom visual, I tried to replicate, but it was impossible. Your video was super clear. Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzWgNRcyfjY7_kLCHB4AaABAg";"syzA3PZx3qk";"2018-09-05T00:03:26Z";"Awesome, great video";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyJGbQfFWzVCqiXRBd4AaABAg";"Z40Txux1Lxk";"2018-09-06T19:19:19Z";"Nice video. Can we import numpy too?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxgiYSU1dlkMUlOTft4AaABAg";"EmALxO7V7y0";"2021-02-14T14:30:54Z";"I am really happy to announce to you that the very best team I never regret working with they are great *@Darkbruno* on telegram he's very trustworthy and reliable bet";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw8zvOl-uKCtmMCnsx4AaABAg";"EmALxO7V7y0";"2020-12-26T17:18:55Z";"Thanks Parkar i was searching this kind of videos related to Power BI and Python together 
from very Long time.
Parkar have you made more videos of this kind please share the link";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyC0WTvh93c1FprNcB4AaABAg";"Z40Txux1Lxk";"2021-01-26T20:32:14Z";"Great! Where I find documentation of these functions?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxoqd6qsB0g1q59tQN4AaABAg";"Z40Txux1Lxk";"2020-09-18T08:34:58Z";"Power bi with python will be great compare to power bi with SQL? Please reply";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyUZS8nMkNaFlVxd054AaABAg";"Z40Txux1Lxk";"2019-04-12T08:13:21Z";"Great Video Thank you, By the way the data is no longer available!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyCeatwvzPXVs5GuJ14AaABAg";"Z40Txux1Lxk";"2021-03-24T00:46:43Z";"nice tutorial. Show how simple python can be.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxoh3ADrdopje6DTv54AaABAg";"Z40Txux1Lxk";"2020-10-14T13:48:34Z";"thank you, very good and useful tutorial!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw9FjQc-wfm6YsHtHN4AaABAg";"Z40Txux1Lxk";"2018-11-01T16:35:24Z";"Great videos and very easy to follow. Keep up the great work!!! Can we create custom visuals using Python in Power BI ?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxeULtYg-3cfu7Wnc54AaABAg";"EmALxO7V7y0";"2019-05-22T00:30:46Z";"Brill,lots of learning to the core and insightful.Glad I found this.No waffle.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxI4sJFvGhT0wK_UyZ4AaABAg";"EmALxO7V7y0";"2018-09-20T08:48:47Z";"Really a great video, thanks a lot admin.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyqtVfsxURt0snXqXV4AaABAg";"EmALxO7V7y0";"2019-11-13T18:45:21Z";"Hi there, Thanks for the video! I am getting error below. Would you help  please?


DataSource.Error: ADO.NET: A problem occurred while processing your Python script. 
Here are the technical details: Process must exit before requested information can be determined.
Details:
    DataSourceKind=Python
    DataSourcePath=Python
    Message=A problem occurred while processing your Python script. 
Here are the technical details: Process must exit before requested information can be determined.
    ErrorCode=-2147467259
    ExceptionType=Microsoft.PowerBI.Scripting.Python.Exceptions.PythonUnexpectedException";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx7Ynxwcx6236rFsih4AaABAg";"2V9cLPXPemg";"2021-01-21T14:34:33Z";"I have a question could we have an empty table in power Bi ,write on it and then put this data to excel";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugz1TUeyuU9dydEh-sF4AaABAg";"8JKgW9mS9WM";"2018-10-06T14:06:41Z";"Thank you so much for an awesome and simple video!  Further to this functionality,  I am wondering if it is possible to somehow  import the property definitions ? Lets say my organisation has 20 different reports across various departments, with a number of repeated measures. Instead of me typing the same explanation into every report , is there not a way to  store all the definitions in a central table ( SQL )  and just assign the property value to the correct definition. ?  This way I would only have to update the definition once, if this changes across the business ?  Your feedback will be greatly appreciated. Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugz4LYqTuZI4A17Y8FR4AaABAg";"8JKgW9mS9WM";"2018-08-02T21:15:24Z";"Really Awesome...!! Thanks for walking us through, looking forward for more Tips...!! ????";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzlOyXfmtWrVrEZOcB4AaABAg";"EmALxO7V7y0";"2018-08-15T20:33:15Z";"Great vid! Thank you very much!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxccr48-AMFMO-KsER4AaABAg";"2V9cLPXPemg";"2021-03-24T23:22:39Z";"Hi there, I know this is an older video, but I need some help. I have taken what you have shown here, but I need to go one step further. I have multiple tabs in Powerbi and I would like to write the data from each  PBI tab to its own tab in an excel workbook. I have the workbook and different worksheets created, but I don’t know how to tell the system that tab1 should write to tab1 in excel; tab2 to tab2, etc. I hope that makes sense. Thanks so much. I’m learning so much from your videos.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzy5E-AyadE2fOBwjN4AaABAg";"2V9cLPXPemg";"2020-08-21T18:54:49Z";"Hi, I have one master excel template. Is it possible to extract specific power bi visual to the master excel template using macro coding?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyEfJdMmg-cvOmTSwx4AaABAg";"2V9cLPXPemg";"2020-02-23T03:49:49Z";"Excellent Tip!  Is there any limitation in the no. of rows in writing to the excel?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyoNRpPKUcykdT2beV4AaABAg";"2V9cLPXPemg";"2019-11-09T13:48:55Z";"Thanks for the video. This is something new to learn. 
I am stuck with this multiple tab issue. You solution is exact.
But I would be more happy if it can work in Power BI App.
It will make client simple to download.


Is it possible to get datestamp in the filename or dynamic name using any field?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwEgeNxaMjZ26Zz9yh4AaABAg";"lFd2hjkKz_Q";"2018-08-03T11:37:30Z";"Well explained, I used the trick but without removing the value column, which makes the model lighter. Thank you:)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzWMIJLpt81kpi4bO94AaABAg";"aus8JuVxajM";"2021-01-30T12:04:05Z";"This is amazing I can give you a big ?? right now. Was simple and detailed.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx6Sca2VQZaCMbld7l4AaABAg";"lFd2hjkKz_Q";"2019-09-15T05:45:31Z";"Works perfectly. Thank you for the clear instructions.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyzXM4bf-CPxgIcQmB4AaABAg";"lFd2hjkKz_Q";"2019-06-24T11:49:15Z";"Very simple and good explanation brother.. 

Is there any way to do the grouping and filtering the same time with this trick..?  For example the above we have Name and Product groupings. As well as under Name group we have 3 names. By doing the grouping with Name, can we filter the Parker...?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyB9ZcTca5Aofmtg314AaABAg";"aus8JuVxajM";"2018-09-20T20:31:06Z";"This is a great functionality. What version has the composite models?  I don't see it in my Power BI Desktop.  Thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyMBEsj_rx5KEJiBHd4AaABAg";"OIGGrrnMIgk";"2020-08-06T20:56:11Z";"that is very clever! I love your video. thank you so much for the tip";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyZYdiIujuby9QnuzZ4AaABAg";"Ax-jgwnolNI";"2019-10-09T21:37:13Z";"Excellent explanation and video, thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzkJ0b24nqxEN9FO4J4AaABAg";"Ax-jgwnolNI";"2019-04-21T02:21:51Z";"Excellent Video. Very clear explanation. Keep it up!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyrdJKzEDpHt0TwMNB4AaABAg";"lFd2hjkKz_Q";"2020-06-13T22:52:10Z";"Amazing video! Can you combine this trick with custom x axis sort? https://www.youtube.com/watch?v=4xapOrfLvbg";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyDtHH2Y3BJR134Lrh4AaABAg";"lFd2hjkKz_Q";"2019-12-29T05:14:42Z";"Hi,
I have multiple dimensions type columns in multiple tables, I want create table with desired columns Headers and put slicer in report and when we select any dimension report dimension has to change as per slicer selection, Please help. 

Thanks in advance.

Suresh";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwXSxJgbjB8_qV6U2V4AaABAg";"lFd2hjkKz_Q";"2019-07-11T11:52:23Z";"Great tip by BI Elite. Is there a possibility to use the same trick with multiple columns from multiple tables. How can we apply the same trick for the above requirement.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy4UHVg0-K86xRMLft4AaABAg";"OIGGrrnMIgk";"2020-10-07T20:42:06Z";"Hello,

Is it possible to dynamically add/remove the axis and actually the 2 options at the same time : not having any axis or having axis (and being able to also dynamically switch axis). Indeed I have a stacked bar chart of which I want to have the overall revenue per product category but also to have one  stacked bar chart (still distributed by product category)  per region or country. So, to sum up : to be able to dynamically switch between the overall, the region and the country.

Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxWOBD61p8WFAs-hDd4AaABAg";"OIGGrrnMIgk";"2018-07-19T04:25:02Z";"Awesome application of simple techniques.  Very useful.  And clearly explained.  Keep it coming!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxdpgLekTP04mhhVJN4AaABAg";"OIGGrrnMIgk";"2018-07-19T09:27:58Z";"Great tip and so simple. This goes above the normal switch functions to switch between ranges that I have used so often now, having the ability to set up a chart that people can view exactly what they want only enhances that.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyuMNw1xJxbtqPloMB4AaABAg";"sepAWgLOCBI";"2020-09-19T21:18:34Z";"You're really great! Thank you for this helpful video.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxbff5wMEh1t8Cn_Dh4AaABAg";"sepAWgLOCBI";"2019-04-19T17:06:14Z";"i wish i could be your student  in r . You make it so simple and easy.Thank You sir";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyNLp3fAQDH2mF1DSl4AaABAg";"sepAWgLOCBI";"2019-01-27T15:01:21Z";"Hi BI Elite, it is possible to create secondary Y-Axis Line chart like excel?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzb0nDuaw7dvILv5nN4AaABAg";"sepAWgLOCBI";"2020-03-30T11:40:30Z";"Great video! Is it possible to then apply slicers to these figures so you can switch between ranges on the x axis and select different entities for the y axis?


Basically im looking at multiple sites across 25 years and it'd be great to be able to plot 2 sites performance against each other over a sliding time scale ie. site x and site y through 1995-2000 OR 1995-2005.  


Any advice would be appreciated. Cheers!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugw1s3a80eSxODuYuEp4AaABAg";"sepAWgLOCBI";"2018-07-11T16:36:43Z";"thank you. Nice work";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwU6MoaxITjhYvmr6J4AaABAg";"Ax-jgwnolNI";"2019-08-29T17:58:24Z";"Hey how difficult it is to learn R and will the R visuals show in Power BI service as well? Thanks Patrick";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyhlvOa5YZbQufN0dd4AaABAg";"0v8DZuyM2GU";"2021-02-11T15:14:39Z";"AMAZING! So helpful!
Greetings from Brazil!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx9IXjRt4InJXkMkNZ4AaABAg";"Ax-jgwnolNI";"2019-07-11T21:42:53Z";"Hi great video - thanks a lot!


Two questions:

1. Is there any possibility to rotate the view to be able to see it from the top or bottom? 
2. Do you know how to make a surfaceplot in power BI or is there any chance you might do a video explaining it?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyAtBqZ-E50C-CBnUZ4AaABAg";"Ax-jgwnolNI";"2019-05-20T16:12:05Z";"Excellent Video, Friend. :)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwfOn1mNPRKSAal6MR4AaABAg";"0v8DZuyM2GU";"2018-11-20T16:26:35Z";"Awesome! Must try!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyfv2G0yi92BOqCbPt4AaABAg";"pCgK-Ze3nhA";"2018-07-04T05:55:35Z";"Thanks. Great video tutorial.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyKkeRtWiiWVU9KYvN4AaABAg";"kJ37glO4wBY";"2021-01-17T02:40:18Z";"Thanks for the great tips! the example at 5:05' is still showing California as a part of the result tho..";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzUnN3zsjlkCtHGQ654AaABAg";"0v8DZuyM2GU";"2020-10-29T10:01:42Z";"That was  great video. I will request if you can make a video on( find a  previous month/year dates, when same amount of target sales are achieved in current month or year.) That will be great  thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx5hOUvHhkKT6TP-zd4AaABAg";"0v8DZuyM2GU";"2019-08-18T00:21:17Z";"Man! This was one of the best vídeos i ever watched here at youtube! quick, objective, functional and pretty usefull! thanks for share!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugyg9AQ-LtM2MpF-tbt4AaABAg";"RnMrGaiVWtQ";"2021-01-15T05:49:35Z";"I really appreciate this as a Power BI developer, but I love it even more as a baseball fan. Great content!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyGCnCb2TgHZvLOa8R4AaABAg";"RnMrGaiVWtQ";"2018-05-31T07:37:29Z";"THANK YOU SO MUCH. PERFECT INSTRUCTIONS";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxQq0dnJLSrJR-Fk7V4AaABAg";"_bdHe3z_fVU";"2020-08-17T10:36:47Z";"Just amazing! This was exactly what I was looking for. Thanks a lot";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugx_hrQk3yRDPqjbaGx4AaABAg";"_bdHe3z_fVU";"2020-06-07T20:43:31Z";"Truly Help. But how to put a space between two string when concatenating? For instance, xplorer.exeexcel.exewinword.exe.
It has to be xplorer.exe, excel.exe, winword.exe";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxNN1HGjM3VJIl4yHF4AaABAg";"_bdHe3z_fVU";"2020-01-11T07:03:05Z";"Love it!!!!!!!!!!! Double like";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy7cI_CWSQXx4p1CaB4AaABAg";"RnMrGaiVWtQ";"2018-10-02T11:11:19Z";"Outstanding demonstration. it really helped a lot. I am using it to download excel sheets with a list of employee numbers and it works basically the same. I was just wondering if it was possible to make a for loop instead of a list. For example 

for example = 100 to 200{
          employee"" & example & "".xlms 
}

Thanks BI Elite";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyJnGXfBKM_oQYHw1p4AaABAg";"RnMrGaiVWtQ";"2018-05-30T14:09:11Z";"Excellent to-the-point video on how to connect to web pages with Power BI and import data easily! Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgweYS4iNrUMXjg6CIN4AaABAg";"_bdHe3z_fVU";"2019-08-05T19:37:22Z";"Can you do this in Excel with power queries or does it have to be in Power Bi?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyPEn__hmc_6jIOLPF4AaABAg";"_bdHe3z_fVU";"2018-05-25T15:13:35Z";"Great video! Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugwd-drLQEetliDBV754AaABAg";"8H9xM741hBQ";"2019-11-29T22:56:30Z";"1 day writing macro in Excel for do this.... But I'm happy with this video. Thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzYoEq8rPpCZeiOHfZ4AaABAg";"8H9xM741hBQ";"2019-04-19T22:24:01Z";"Wow thanks... Watch out Tableau lol";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzG65dZGeS6cexTJux4AaABAg";"gc2X5L4Y5Xg";"2020-10-25T18:59:16Z";"Hey thanks for this awesome Video! I have a question, I added ""scaleselection"" in my line chart but I found it won't be changed with my date slicer anymore.  Like even I select from 1970 to 1980 the X-axis still shown me the data from 1960-1980. Do you know how to fix it? Thanks";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy1Pu8aUvabNn4QZaF4AaABAg";"fcv3CHBItJo";"2021-02-03T16:59:39Z";"This is great! Is it possible to hide in the matrix visual the ""sales amount ""column while maintaining the KPI light column?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy_i_SR-TFj34vO8Td4AaABAg";"gc2X5L4Y5Xg";"2018-05-22T11:23:52Z";"Great tipp.... If I can ask, how did you learn this ?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzRawV-cwOvAAoTlWt4AaABAg";"fcv3CHBItJo";"2018-11-04T02:19:24Z";"Great tip. Adding rules in power BI works in a similar way as we add rules in Excel.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy_oBZ3eZTzpNeJBFR4AaABAg";"fcv3CHBItJo";"2018-08-29T14:10:55Z";"Hi, I just came across your channel very recently and I am loving the content. Thumbs up for this amazing stuff. By the way can you give me a link to download the theme that you use? Much appreciated";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgyIHCfjJkLO8WFYN-V4AaABAg";"fcv3CHBItJo";"2018-05-16T11:57:48Z";"Great trick.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxgBFMNTM8X9D5wAoF4AaABAg";"YfdypVSYb9c";"2020-08-29T13:22:14Z";"Great video!  Thank you!!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwsrBcVsnnPg6AOsyF4AaABAg";"fcv3CHBItJo";"2019-11-25T09:03:01Z";"This is awesome ??. Packed with concepts!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxDXZKkc8mtqE1avnJ4AaABAg";"fcv3CHBItJo";"2018-05-24T10:50:58Z";"Hi BI Lite, Nice trick. Thanks. Can we do with Arrow symbols?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwjF_7dejHnUWFvnHd4AaABAg";"YfdypVSYb9c";"2019-12-10T12:50:38Z";"Amazing tip, thank you!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugzv_sbn8eayDvzxXB14AaABAg";"3QiTBXfxzHA";"2021-02-11T22:46:48Z";"What a devilish machine! There are Power BI visuals that allow you to animate changes in the timeline. While communication between Power BI and SQL may be useful, e.g., to grab user input from PBI and store it, it's not clear why you have used it. It took a lot of work to build this engine, and it will start to jam before you know it. Then cranking the tables with DROP and SELECT INTO is a dreadful design, but doing it just to see the pattern in visual moving is madness. Nevertheless, piercing from PBI to SQL is enjoyable :-)";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzTUBA6wWXAEoN2sJB4AaABAg";"3QiTBXfxzHA";"2021-01-21T13:54:12Z";"Fantastic video!!!! Really cool trick! :) Thanks a ton!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxuE9GuIJBU7-Mbdd54AaABAg";"fcv3CHBItJo";"2019-12-12T20:23:32Z";"Hi BI Elite! Nice video and thanks for sharing. A qq, is that possible to apply an DAX measure to color a bar chart visual (for example) with 5 different colors at the same time based on calculation agains my model? Does that sound crazy? Thanks and happy holidays!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgzkflefScPNraHNccF4AaABAg";"fcv3CHBItJo";"2018-05-18T12:01:28Z";"Awesome.. Saved me a great deal of stress";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugwntnj4d86wthtL0P94AaABAg";"3QiTBXfxzHA";"2018-08-03T13:21:14Z";"This is amazing! Thanks a lot for sharing!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugxacn8OoDouuAAIhER4AaABAg";"icf7Hfj22vg";"2020-12-18T04:05:05Z";"Awesome Thanks!!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgxhU6dyI-Kq9H5Vu0J4AaABAg";"icf7Hfj22vg";"2019-05-03T23:04:48Z";"Great video, very easy to follow, great approach and tool. Thanks!";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgydsbWghDAmqp1PGrx4AaABAg";"rXDomxfoY1o";"2019-06-29T17:09:14Z";"Hi Sir, Good idea to structorate nested ifs in tree its give more tracebility. Question : If i need to incorporate in nested ifs AND , OR statements. For DAX usage (logic) will be the same like in excel?";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"Ugy6fu2KXpmZfflc9dd4AaABAg";"dcjQLZgoNA0";"2020-06-17T22:23:19Z";"Great video - thank you so much for publishing this.  Super helpful.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
"UgwUZSeFzsT7XGj9QfF4AaABAg";"CoTLQiMZFbI";"2020-09-07T09:58:04Z";"Hi BI Elite,..Could you please share pbix file. I will be great thankful to you.";0;"Positive";"99%";"Sentiment Analysis powered by https://www.impktful.com/"
