videoID;trafficSource;views
"P2hu_VsRVfM";"EXT_URL";20308
"lOdLJx1zL7Y";"EXT_URL";11253
"u7SyqTpLIJc";"EXT_URL";4939
"wUzZChTlzdE";"EXT_URL";5399
"ezGQ1YxfAOU";"EXT_URL";1008
"ksSg7hhMDbU";"EXT_URL";6034
"dcjQLZgoNA0";"EXT_URL";39994
"uFhsqX_A6XA";"EXT_URL";2712
"i1kCHZEhnEY";"EXT_URL";10251
"AZAL-QPn5Zc";"EXT_URL";13301
"yP791KGnrek";"EXT_URL";346
"h6zprXwtmfg";"EXT_URL";53
"6_1XDU3I-50";"EXT_URL";5132
"S2k2dxf_QWc";"EXT_URL";1628
"kXgm7984oTs";"EXT_URL";283
"0Stq-erLMlo";"EXT_URL";10
"Wt7ee9-jJwk";"YT_SEARCH";184
"no0j59bcrW8";"YT_SEARCH";80
"4xapOrfLvbg";"YT_SEARCH";20044
"XGbhdoiR-A8";"YT_SEARCH";714
"_GOIflxSlYI";"YT_SEARCH";306
"gNCTjoCu6k4";"YT_SEARCH";307
"wG3J8lO9d5I";"YT_SEARCH";3794
"HJr4mLYsnB8";"YT_SEARCH";4066
"fLqvaWJtwhQ";"YT_SEARCH";15807
"ZilC968Fc9c";"YT_SEARCH";9308
"-tTYPCTciyU";"YT_SEARCH";571
"hilfglpKNRQ";"YT_SEARCH";270
"cTqFNg_y9lw";"YT_SEARCH";2262
"IURWlw2_6Ks";"YT_SEARCH";2330
"iyGBZsLxe54";"YT_SEARCH";7638
"bDPGm3rP8WU";"YT_SEARCH";2295
"AJxCCfFmLTQ";"YT_SEARCH";5484
"EJwbwMB-fDQ";"YT_SEARCH";1730
"ZlKMxbC4ehg";"YT_SEARCH";5730
"icf7Hfj22vg";"YT_SEARCH";5739
"8H9xM741hBQ";"YT_SEARCH";5090
"DtOfcsS_pQw";"YT_SEARCH";1130
"KJod3LG84bk";"YT_SEARCH";2572
"Ax-jgwnolNI";"YT_SEARCH";2759
"_8vw30ltFJ0";"YT_SEARCH";2940
"oLZ7jTKG1fw";"YT_SEARCH";1911
"7vCD8Zu686Q";"YT_SEARCH";4558
"vWnMk3E1lIc";"YT_SEARCH";15132
"XKmTknbusnY";"YT_SEARCH";2213
"KngjlmJCpUs";"YT_SEARCH";49
"gkMjAYFeSiM";"YT_SEARCH";5041
"k_Z1Uu5y9l8";"YT_SEARCH";331
"kJ37glO4wBY";"YT_SEARCH";306
"RVcJ3O_O2Jg";"YT_SEARCH";19597
"eNP36ozsnss";"YT_SEARCH";868
"SI0Oxt2Mu-Y";"YT_SEARCH";757
"S1kTTQARvVs";"YT_SEARCH";1399
"dbZJLFI-t-Y";"YT_SEARCH";10797
"X47XlpkMfe8";"YT_SEARCH";7607
"bU35LnSfo70";"YT_SEARCH";17689
"MXKDEyc-vtU";"YT_SEARCH";248
"O0VsTLDTjss";"YT_SEARCH";509
"Pk3uKEuLrUY";"YT_SEARCH";292
"A4iG8S4EpHs";"YT_SEARCH";2009
"QBD4na6Aeq0";"YT_SEARCH";774
"iyc74jnjKV8";"YT_SEARCH";107
"uq5PQg_hZro";"YT_SEARCH";2410
"ppQ0DdtBaCw";"YT_SEARCH";424
"t4kd-QY6Rh0";"YT_SEARCH";1520
"fktQmk0a9OI";"YT_SEARCH";392
"A9yVhbgxgl8";"YT_SEARCH";3861
"qZtfSNReft4";"YT_SEARCH";25
"4pdzhKNwQlY";"YT_SEARCH";11496
"9XsMt1TxNeM";"YT_SEARCH";1530
"pEAwvMkpA8I";"YT_SEARCH";8995
"T1q3BF5_YJ8";"YT_SEARCH";2583
"VRQq7XVWdR8";"YT_SEARCH";6727
"0TAapq8TnFQ";"YT_SEARCH";541
"KkUg3-R9kcA";"YT_SEARCH";894
"Ka7Ds4EAjNQ";"YT_SEARCH";6777
"KjUAEci6G20";"YT_SEARCH";5030
"x-1NiopFC9g";"YT_SEARCH";2717
"6M7AhO8vbNw";"YT_SEARCH";2125
"syzA3PZx3qk";"YT_SEARCH";6135
"nePWIVgHobs";"YT_SEARCH";1268
"UqTAJxp--c4";"YT_SEARCH";395
"RnMrGaiVWtQ";"YT_SEARCH";7200
"IZJijGvbZks";"YT_SEARCH";40
"Ys11kq35rHU";"YT_SEARCH";133
"PAX5GP9SkTA";"YT_SEARCH";377
"HRJRJ3D9cq8";"YT_SEARCH";3204
"di_J3aFqY9E";"YT_SEARCH";5836
"1VNfhqILnh8";"YT_SEARCH";23
"cS1omlvorrk";"YT_SEARCH";5193
"fTUw94veqfE";"YT_SEARCH";1913
"cr9UBeZ3AvQ";"YT_SEARCH";720
"z7FBukPBKzg";"YT_SEARCH";4128
"uuwxWnAILr0";"YT_SEARCH";112
"Z40Txux1Lxk";"YT_SEARCH";35582
"3QiTBXfxzHA";"YT_SEARCH";1685
"EmALxO7V7y0";"YT_SEARCH";37952
"TEmNcM6OnSc";"YT_SEARCH";288
"YeI_n8myE68";"YT_SEARCH";608
"Anv3X3EuHZ8";"YT_SEARCH";5845
"-kOvK7IV3sg";"YT_SEARCH";660
"FO6e3rjSslQ";"YT_SEARCH";2363
"TRdVDwWqbfY";"YT_SEARCH";705
"s9ck7xx85mA";"YT_SEARCH";1743
"DMtlv-BlKP4";"YT_SEARCH";14553
"DRVDYOrVdlQ";"YT_SEARCH";100
"duMSovyosXE";"YT_SEARCH";15201
"CoTLQiMZFbI";"YT_SEARCH";25738
"5XxUVbLVdQE";"YT_SEARCH";707
"H3-evk6-qpQ";"YT_SEARCH";400
"vbg4Je1tuis";"YT_SEARCH";1236
"8e8a3o1w51M";"YT_SEARCH";2108
"pCgK-Ze3nhA";"YT_SEARCH";13722
"dzJvTcCedm8";"YT_SEARCH";7947
"WSnB5y2JXv8";"YT_SEARCH";1606
"_bdHe3z_fVU";"YT_SEARCH";19496
"Y3ahe3J3Zuo";"YT_SEARCH";162
"BxKIJL5baAU";"YT_SEARCH";80
"WX0nH-lEpk4";"YT_SEARCH";6310
"DWjbd7NPUCM";"YT_SEARCH";6623
"651eVDaL34o";"YT_SEARCH";1047
"Z4E2jSZ4r6A";"YT_SEARCH";616
"RcQ8gE-1hSU";"YT_SEARCH";5140
"oKi7rd16TjU";"YT_SEARCH";1314
"2RZkc_qrV1g";"YT_SEARCH";503
"6jeSIRpjv0M";"YT_SEARCH";20073
"2SGXnYFdqu4";"YT_SEARCH";508
"4NgQLqHI6hU";"YT_SEARCH";5185
"BY0WV05IeNk";"YT_SEARCH";4798
"8D6IbflW5OI";"YT_SEARCH";357
"2kmFfbOeFJg";"YT_SEARCH";2716
"Ds8Twy4VvzU";"YT_SEARCH";1347
"rXDomxfoY1o";"YT_SEARCH";17125
"uwjOFYz-FxM";"YT_SEARCH";4579
"4V-yeg4fva0";"YT_SEARCH";1514
"JHuH7iGcPoY";"YT_SEARCH";3067
"1UkDaiRGShM";"YT_SEARCH";5470
"lFd2hjkKz_Q";"YT_SEARCH";8984
"rLmZYThOJg0";"YT_SEARCH";27
"8JKgW9mS9WM";"YT_SEARCH";1147
"LG-fdqSIFxE";"YT_SEARCH";1572
"6ZM5uFFAd_w";"YT_SEARCH";648
"L2ELtem2iGY";"YT_SEARCH";616
"OIGGrrnMIgk";"YT_SEARCH";6552
"2V9cLPXPemg";"YT_SEARCH";7938
"r5WkPqu9E4E";"YT_SEARCH";120
"qeWN5gq9EE8";"YT_SEARCH";8413
"T7ckdeGOhnU";"YT_SEARCH";1436
"HEMARcoxhkI";"YT_SEARCH";2881
"nvv4tPOY8lo";"YT_SEARCH";301
"NjdZjozKboA";"YT_SEARCH";5679
"gc2X5L4Y5Xg";"YT_SEARCH";1859
"YfdypVSYb9c";"YT_SEARCH";2019
"6IHNYDy_Ynw";"YT_SEARCH";10341
"U0YyIsqDWV4";"YT_SEARCH";489
"aus8JuVxajM";"YT_SEARCH";4574
"_p9E8fiDRDw";"YT_SEARCH";2269
"sepAWgLOCBI";"YT_SEARCH";5447
"Uuo8AsMxqss";"YT_SEARCH";6622
"QFADxSyXwwY";"YT_SEARCH";4471
"fKygF7VEJnQ";"YT_SEARCH";626
"L1govVEBxDo";"YT_SEARCH";726
"OyvjGRnxCkw";"YT_SEARCH";1015
"Wz0N0c3EzVg";"YT_SEARCH";207
"m4a2c55eXMU";"YT_SEARCH";2221
"GvKYUgka_4Y";"YT_SEARCH";4839
"AY_n9OWPgsk";"YT_SEARCH";54
"0v8DZuyM2GU";"YT_SEARCH";2733
"_JMSw6i5pzY";"YT_SEARCH";3334
"eXz0cLDRMyg";"YT_SEARCH";911
"xuBfK0oJmw8";"YT_SEARCH";649
"UFD5S4Peqc4";"YT_SEARCH";4833
"HvPh2go8xJs";"YT_SEARCH";225
"151Quamk9Uo";"YT_SEARCH";4652
"-3r5Amv8wdg";"YT_SEARCH";34
"VKkN-FF66Zw";"YT_SEARCH";10253
"fcv3CHBItJo";"YT_SEARCH";13683
"P2hu_VsRVfM";"YT_SEARCH";5686
"lOdLJx1zL7Y";"YT_SEARCH";7005
"u7SyqTpLIJc";"YT_SEARCH";2826
"wUzZChTlzdE";"YT_SEARCH";2430
"ezGQ1YxfAOU";"YT_SEARCH";603
"ksSg7hhMDbU";"YT_SEARCH";1729
"dcjQLZgoNA0";"YT_SEARCH";23072
"uFhsqX_A6XA";"YT_SEARCH";6015
"i1kCHZEhnEY";"YT_SEARCH";23234
"AZAL-QPn5Zc";"YT_SEARCH";6483
"yP791KGnrek";"YT_SEARCH";119
"h6zprXwtmfg";"YT_SEARCH";65
"6_1XDU3I-50";"YT_SEARCH";1740
"S2k2dxf_QWc";"YT_SEARCH";1587
"kXgm7984oTs";"YT_SEARCH";67
"0Stq-erLMlo";"YT_SEARCH";25
"Wt7ee9-jJwk";"YT_OTHER_PAGE";77
"no0j59bcrW8";"YT_OTHER_PAGE";37
"4xapOrfLvbg";"YT_OTHER_PAGE";593
"XGbhdoiR-A8";"YT_OTHER_PAGE";46
"_GOIflxSlYI";"YT_OTHER_PAGE";81
"gNCTjoCu6k4";"YT_OTHER_PAGE";36
"wG3J8lO9d5I";"YT_OTHER_PAGE";192
"HJr4mLYsnB8";"YT_OTHER_PAGE";211
"fLqvaWJtwhQ";"YT_OTHER_PAGE";583
"ZilC968Fc9c";"YT_OTHER_PAGE";841
"-tTYPCTciyU";"YT_OTHER_PAGE";50
"hilfglpKNRQ";"YT_OTHER_PAGE";77
"cTqFNg_y9lw";"YT_OTHER_PAGE";230
"IURWlw2_6Ks";"YT_OTHER_PAGE";192
"iyGBZsLxe54";"YT_OTHER_PAGE";795
"bDPGm3rP8WU";"YT_OTHER_PAGE";76
"AJxCCfFmLTQ";"YT_OTHER_PAGE";233
"EJwbwMB-fDQ";"YT_OTHER_PAGE";93
"ZlKMxbC4ehg";"YT_OTHER_PAGE";149
"icf7Hfj22vg";"YT_OTHER_PAGE";397
"8H9xM741hBQ";"YT_OTHER_PAGE";230
"DtOfcsS_pQw";"YT_OTHER_PAGE";77
"KJod3LG84bk";"YT_OTHER_PAGE";161
"Ax-jgwnolNI";"YT_OTHER_PAGE";132
"_8vw30ltFJ0";"YT_OTHER_PAGE";178
"oLZ7jTKG1fw";"YT_OTHER_PAGE";67
"7vCD8Zu686Q";"YT_OTHER_PAGE";413
"vWnMk3E1lIc";"YT_OTHER_PAGE";164
"XKmTknbusnY";"YT_OTHER_PAGE";140
"KngjlmJCpUs";"YT_OTHER_PAGE";11
"gkMjAYFeSiM";"YT_OTHER_PAGE";167
"k_Z1Uu5y9l8";"YT_OTHER_PAGE";276
"kJ37glO4wBY";"YT_OTHER_PAGE";64
"RVcJ3O_O2Jg";"YT_OTHER_PAGE";628
"eNP36ozsnss";"YT_OTHER_PAGE";237
"SI0Oxt2Mu-Y";"YT_OTHER_PAGE";90
"S1kTTQARvVs";"YT_OTHER_PAGE";81
"dbZJLFI-t-Y";"YT_OTHER_PAGE";213
"X47XlpkMfe8";"YT_OTHER_PAGE";528
"bU35LnSfo70";"YT_OTHER_PAGE";360
"MXKDEyc-vtU";"YT_OTHER_PAGE";164
"O0VsTLDTjss";"YT_OTHER_PAGE";61
"Pk3uKEuLrUY";"YT_OTHER_PAGE";43
"A4iG8S4EpHs";"YT_OTHER_PAGE";172
"QBD4na6Aeq0";"YT_OTHER_PAGE";59
"iyc74jnjKV8";"YT_OTHER_PAGE";32
"uq5PQg_hZro";"YT_OTHER_PAGE";151
"ppQ0DdtBaCw";"YT_OTHER_PAGE";85
"t4kd-QY6Rh0";"YT_OTHER_PAGE";90
"fktQmk0a9OI";"YT_OTHER_PAGE";51
"A9yVhbgxgl8";"YT_OTHER_PAGE";239
"qZtfSNReft4";"YT_OTHER_PAGE";29
"4pdzhKNwQlY";"YT_OTHER_PAGE";553
"9XsMt1TxNeM";"YT_OTHER_PAGE";93
"pEAwvMkpA8I";"YT_OTHER_PAGE";255
"T1q3BF5_YJ8";"YT_OTHER_PAGE";412
"VRQq7XVWdR8";"YT_OTHER_PAGE";386
"0TAapq8TnFQ";"YT_OTHER_PAGE";92
"KkUg3-R9kcA";"YT_OTHER_PAGE";59
"Ka7Ds4EAjNQ";"YT_OTHER_PAGE";290
"KjUAEci6G20";"YT_OTHER_PAGE";187
"x-1NiopFC9g";"YT_OTHER_PAGE";73
"6M7AhO8vbNw";"YT_OTHER_PAGE";118
"syzA3PZx3qk";"YT_OTHER_PAGE";486
"nePWIVgHobs";"YT_OTHER_PAGE";72
"UqTAJxp--c4";"YT_OTHER_PAGE";27
"RnMrGaiVWtQ";"YT_OTHER_PAGE";359
"IZJijGvbZks";"YT_OTHER_PAGE";11
"Ys11kq35rHU";"YT_OTHER_PAGE";7
"PAX5GP9SkTA";"YT_OTHER_PAGE";88
"HRJRJ3D9cq8";"YT_OTHER_PAGE";103
"di_J3aFqY9E";"YT_OTHER_PAGE";227
"1VNfhqILnh8";"YT_OTHER_PAGE";11
"cS1omlvorrk";"YT_OTHER_PAGE";147
"fTUw94veqfE";"YT_OTHER_PAGE";261
"cr9UBeZ3AvQ";"YT_OTHER_PAGE";154
"z7FBukPBKzg";"YT_OTHER_PAGE";269
"uuwxWnAILr0";"YT_OTHER_PAGE";31
"Z40Txux1Lxk";"YT_OTHER_PAGE";1392
"3QiTBXfxzHA";"YT_OTHER_PAGE";223
"EmALxO7V7y0";"YT_OTHER_PAGE";1388
"TEmNcM6OnSc";"YT_OTHER_PAGE";39
"YeI_n8myE68";"YT_OTHER_PAGE";52
"Anv3X3EuHZ8";"YT_OTHER_PAGE";180
"-kOvK7IV3sg";"YT_OTHER_PAGE";43
"FO6e3rjSslQ";"YT_OTHER_PAGE";145
"TRdVDwWqbfY";"YT_OTHER_PAGE";67
"s9ck7xx85mA";"YT_OTHER_PAGE";226
"DMtlv-BlKP4";"YT_OTHER_PAGE";591
"DRVDYOrVdlQ";"YT_OTHER_PAGE";10
"duMSovyosXE";"YT_OTHER_PAGE";970
"CoTLQiMZFbI";"YT_OTHER_PAGE";347
"5XxUVbLVdQE";"YT_OTHER_PAGE";172
"H3-evk6-qpQ";"YT_OTHER_PAGE";84
"vbg4Je1tuis";"YT_OTHER_PAGE";111
"8e8a3o1w51M";"YT_OTHER_PAGE";91
"pCgK-Ze3nhA";"YT_OTHER_PAGE";912
"dzJvTcCedm8";"YT_OTHER_PAGE";356
"WSnB5y2JXv8";"YT_OTHER_PAGE";123
"_bdHe3z_fVU";"YT_OTHER_PAGE";471
"Y3ahe3J3Zuo";"YT_OTHER_PAGE";63
"BxKIJL5baAU";"YT_OTHER_PAGE";25
"WX0nH-lEpk4";"YT_OTHER_PAGE";243
"DWjbd7NPUCM";"YT_OTHER_PAGE";217
"651eVDaL34o";"YT_OTHER_PAGE";63
"Z4E2jSZ4r6A";"YT_OTHER_PAGE";55
"RcQ8gE-1hSU";"YT_OTHER_PAGE";129
"oKi7rd16TjU";"YT_OTHER_PAGE";173
"2RZkc_qrV1g";"YT_OTHER_PAGE";100
"6jeSIRpjv0M";"YT_OTHER_PAGE";620
"2SGXnYFdqu4";"YT_OTHER_PAGE";160
"4NgQLqHI6hU";"YT_OTHER_PAGE";254
"BY0WV05IeNk";"YT_OTHER_PAGE";149
"8D6IbflW5OI";"YT_OTHER_PAGE";77
"2kmFfbOeFJg";"YT_OTHER_PAGE";145
"Ds8Twy4VvzU";"YT_OTHER_PAGE";227
"rXDomxfoY1o";"YT_OTHER_PAGE";312
"uwjOFYz-FxM";"YT_OTHER_PAGE";163
"4V-yeg4fva0";"YT_OTHER_PAGE";78
"JHuH7iGcPoY";"YT_OTHER_PAGE";158
"1UkDaiRGShM";"YT_OTHER_PAGE";240
"lFd2hjkKz_Q";"YT_OTHER_PAGE";612
"rLmZYThOJg0";"YT_OTHER_PAGE";8
"8JKgW9mS9WM";"YT_OTHER_PAGE";99
"LG-fdqSIFxE";"YT_OTHER_PAGE";164
"6ZM5uFFAd_w";"YT_OTHER_PAGE";73
"L2ELtem2iGY";"YT_OTHER_PAGE";66
"OIGGrrnMIgk";"YT_OTHER_PAGE";695
"2V9cLPXPemg";"YT_OTHER_PAGE";438
"r5WkPqu9E4E";"YT_OTHER_PAGE";8
"qeWN5gq9EE8";"YT_OTHER_PAGE";220
"T7ckdeGOhnU";"YT_OTHER_PAGE";150
"HEMARcoxhkI";"YT_OTHER_PAGE";66
"nvv4tPOY8lo";"YT_OTHER_PAGE";38
"NjdZjozKboA";"YT_OTHER_PAGE";229
"gc2X5L4Y5Xg";"YT_OTHER_PAGE";85
"YfdypVSYb9c";"YT_OTHER_PAGE";121
"6IHNYDy_Ynw";"YT_OTHER_PAGE";288
"U0YyIsqDWV4";"YT_OTHER_PAGE";51
"aus8JuVxajM";"YT_OTHER_PAGE";315
"_p9E8fiDRDw";"YT_OTHER_PAGE";163
"sepAWgLOCBI";"YT_OTHER_PAGE";183
"Uuo8AsMxqss";"YT_OTHER_PAGE";204
"QFADxSyXwwY";"YT_OTHER_PAGE";184
"fKygF7VEJnQ";"YT_OTHER_PAGE";91
"L1govVEBxDo";"YT_OTHER_PAGE";86
"OyvjGRnxCkw";"YT_OTHER_PAGE";268
"Wz0N0c3EzVg";"YT_OTHER_PAGE";22
"m4a2c55eXMU";"YT_OTHER_PAGE";173
"GvKYUgka_4Y";"YT_OTHER_PAGE";274
"AY_n9OWPgsk";"YT_OTHER_PAGE";28
"0v8DZuyM2GU";"YT_OTHER_PAGE";181
"_JMSw6i5pzY";"YT_OTHER_PAGE";354
"eXz0cLDRMyg";"YT_OTHER_PAGE";223
"xuBfK0oJmw8";"YT_OTHER_PAGE";72
"UFD5S4Peqc4";"YT_OTHER_PAGE";629
"HvPh2go8xJs";"YT_OTHER_PAGE";55
"151Quamk9Uo";"YT_OTHER_PAGE";106
"-3r5Amv8wdg";"YT_OTHER_PAGE";8
"VKkN-FF66Zw";"YT_OTHER_PAGE";543
"fcv3CHBItJo";"YT_OTHER_PAGE";1565
"P2hu_VsRVfM";"YT_OTHER_PAGE";174
"lOdLJx1zL7Y";"YT_OTHER_PAGE";358
"u7SyqTpLIJc";"YT_OTHER_PAGE";277
"wUzZChTlzdE";"YT_OTHER_PAGE";239
"ezGQ1YxfAOU";"YT_OTHER_PAGE";67
"ksSg7hhMDbU";"YT_OTHER_PAGE";66
"dcjQLZgoNA0";"YT_OTHER_PAGE";437
"uFhsqX_A6XA";"YT_OTHER_PAGE";122
"i1kCHZEhnEY";"YT_OTHER_PAGE";2169
"AZAL-QPn5Zc";"YT_OTHER_PAGE";330
"yP791KGnrek";"YT_OTHER_PAGE";51
"h6zprXwtmfg";"YT_OTHER_PAGE";15
"6_1XDU3I-50";"YT_OTHER_PAGE";52
"S2k2dxf_QWc";"YT_OTHER_PAGE";106
"kXgm7984oTs";"YT_OTHER_PAGE";30
"0Stq-erLMlo";"YT_OTHER_PAGE";13
"Wt7ee9-jJwk";"SUBSCRIBER";2171
"no0j59bcrW8";"SUBSCRIBER";876
"4xapOrfLvbg";"SUBSCRIBER";1506
"XGbhdoiR-A8";"SUBSCRIBER";979
"_GOIflxSlYI";"SUBSCRIBER";1785
"gNCTjoCu6k4";"SUBSCRIBER";617
"wG3J8lO9d5I";"SUBSCRIBER";804
"HJr4mLYsnB8";"SUBSCRIBER";941
"fLqvaWJtwhQ";"SUBSCRIBER";849
"ZilC968Fc9c";"SUBSCRIBER";2670
"-tTYPCTciyU";"SUBSCRIBER";991
"hilfglpKNRQ";"SUBSCRIBER";807
"cTqFNg_y9lw";"SUBSCRIBER";1128
"IURWlw2_6Ks";"SUBSCRIBER";981
"iyGBZsLxe54";"SUBSCRIBER";2888
"bDPGm3rP8WU";"SUBSCRIBER";292
"AJxCCfFmLTQ";"SUBSCRIBER";1509
"EJwbwMB-fDQ";"SUBSCRIBER";1520
"ZlKMxbC4ehg";"SUBSCRIBER";843
"icf7Hfj22vg";"SUBSCRIBER";986
"8H9xM741hBQ";"SUBSCRIBER";486
"DtOfcsS_pQw";"SUBSCRIBER";898
"KJod3LG84bk";"SUBSCRIBER";1411
"Ax-jgwnolNI";"SUBSCRIBER";193
"_8vw30ltFJ0";"SUBSCRIBER";322
"oLZ7jTKG1fw";"SUBSCRIBER";222
"7vCD8Zu686Q";"SUBSCRIBER";2684
"vWnMk3E1lIc";"SUBSCRIBER";405
"XKmTknbusnY";"SUBSCRIBER";592
"KngjlmJCpUs";"SUBSCRIBER";417
"gkMjAYFeSiM";"SUBSCRIBER";977
"k_Z1Uu5y9l8";"SUBSCRIBER";78
"kJ37glO4wBY";"SUBSCRIBER";141
"RVcJ3O_O2Jg";"SUBSCRIBER";2244
"eNP36ozsnss";"SUBSCRIBER";649
"SI0Oxt2Mu-Y";"SUBSCRIBER";822
"S1kTTQARvVs";"SUBSCRIBER";455
"dbZJLFI-t-Y";"SUBSCRIBER";296
"X47XlpkMfe8";"SUBSCRIBER";2122
"bU35LnSfo70";"SUBSCRIBER";490
"MXKDEyc-vtU";"SUBSCRIBER";966
"O0VsTLDTjss";"SUBSCRIBER";1045
"Pk3uKEuLrUY";"SUBSCRIBER";614
"A4iG8S4EpHs";"SUBSCRIBER";868
"QBD4na6Aeq0";"SUBSCRIBER";339
"iyc74jnjKV8";"SUBSCRIBER";418
"uq5PQg_hZro";"SUBSCRIBER";805
"ppQ0DdtBaCw";"SUBSCRIBER";730
"t4kd-QY6Rh0";"SUBSCRIBER";1432
"fktQmk0a9OI";"SUBSCRIBER";926
"A9yVhbgxgl8";"SUBSCRIBER";349
"qZtfSNReft4";"SUBSCRIBER";29
"4pdzhKNwQlY";"SUBSCRIBER";2141
"9XsMt1TxNeM";"SUBSCRIBER";416
"pEAwvMkpA8I";"SUBSCRIBER";1221
"T1q3BF5_YJ8";"SUBSCRIBER";2435
"VRQq7XVWdR8";"SUBSCRIBER";3013
"0TAapq8TnFQ";"SUBSCRIBER";242
"KkUg3-R9kcA";"SUBSCRIBER";223
"Ka7Ds4EAjNQ";"SUBSCRIBER";1176
"KjUAEci6G20";"SUBSCRIBER";1745
"x-1NiopFC9g";"SUBSCRIBER";470
"6M7AhO8vbNw";"SUBSCRIBER";608
"syzA3PZx3qk";"SUBSCRIBER";647
"nePWIVgHobs";"SUBSCRIBER";130
"UqTAJxp--c4";"SUBSCRIBER";473
"RnMrGaiVWtQ";"SUBSCRIBER";3519
"IZJijGvbZks";"SUBSCRIBER";497
"Ys11kq35rHU";"SUBSCRIBER";519
"PAX5GP9SkTA";"SUBSCRIBER";1625
"HRJRJ3D9cq8";"SUBSCRIBER";1430
"di_J3aFqY9E";"SUBSCRIBER";345
"1VNfhqILnh8";"SUBSCRIBER";570
"cS1omlvorrk";"SUBSCRIBER";243
"fTUw94veqfE";"SUBSCRIBER";2204
"cr9UBeZ3AvQ";"SUBSCRIBER";930
"z7FBukPBKzg";"SUBSCRIBER";1650
"uuwxWnAILr0";"SUBSCRIBER";440
"Z40Txux1Lxk";"SUBSCRIBER";6165
"3QiTBXfxzHA";"SUBSCRIBER";270
"EmALxO7V7y0";"SUBSCRIBER";6022
"TEmNcM6OnSc";"SUBSCRIBER";226
"YeI_n8myE68";"SUBSCRIBER";936
"Anv3X3EuHZ8";"SUBSCRIBER";445
"-kOvK7IV3sg";"SUBSCRIBER";558
"FO6e3rjSslQ";"SUBSCRIBER";440
"TRdVDwWqbfY";"SUBSCRIBER";75
"s9ck7xx85mA";"SUBSCRIBER";876
"DMtlv-BlKP4";"SUBSCRIBER";1771
"DRVDYOrVdlQ";"SUBSCRIBER";172
"duMSovyosXE";"SUBSCRIBER";3677
"CoTLQiMZFbI";"SUBSCRIBER";952
"5XxUVbLVdQE";"SUBSCRIBER";925
"H3-evk6-qpQ";"SUBSCRIBER";822
"vbg4Je1tuis";"SUBSCRIBER";1905
"8e8a3o1w51M";"SUBSCRIBER";1325
"pCgK-Ze3nhA";"SUBSCRIBER";6280
"dzJvTcCedm8";"SUBSCRIBER";1314
"WSnB5y2JXv8";"SUBSCRIBER";1135
"_bdHe3z_fVU";"SUBSCRIBER";1726
"Y3ahe3J3Zuo";"SUBSCRIBER";590
"BxKIJL5baAU";"SUBSCRIBER";638
"WX0nH-lEpk4";"SUBSCRIBER";888
"DWjbd7NPUCM";"SUBSCRIBER";580
"651eVDaL34o";"SUBSCRIBER";343
"Z4E2jSZ4r6A";"SUBSCRIBER";610
"RcQ8gE-1hSU";"SUBSCRIBER";464
"oKi7rd16TjU";"SUBSCRIBER";572
"2RZkc_qrV1g";"SUBSCRIBER";558
"6jeSIRpjv0M";"SUBSCRIBER";2520
"2SGXnYFdqu4";"SUBSCRIBER";2672
"4NgQLqHI6hU";"SUBSCRIBER";662
"BY0WV05IeNk";"SUBSCRIBER";405
"8D6IbflW5OI";"SUBSCRIBER";609
"2kmFfbOeFJg";"SUBSCRIBER";595
"Ds8Twy4VvzU";"SUBSCRIBER";2263
"rXDomxfoY1o";"SUBSCRIBER";1018
"uwjOFYz-FxM";"SUBSCRIBER";2080
"4V-yeg4fva0";"SUBSCRIBER";366
"JHuH7iGcPoY";"SUBSCRIBER";608
"1UkDaiRGShM";"SUBSCRIBER";893
"lFd2hjkKz_Q";"SUBSCRIBER";2623
"rLmZYThOJg0";"SUBSCRIBER";155
"8JKgW9mS9WM";"SUBSCRIBER";302
"LG-fdqSIFxE";"SUBSCRIBER";1663
"6ZM5uFFAd_w";"SUBSCRIBER";691
"L2ELtem2iGY";"SUBSCRIBER";1149
"OIGGrrnMIgk";"SUBSCRIBER";2636
"2V9cLPXPemg";"SUBSCRIBER";3477
"r5WkPqu9E4E";"SUBSCRIBER";92
"qeWN5gq9EE8";"SUBSCRIBER";1196
"T7ckdeGOhnU";"SUBSCRIBER";708
"HEMARcoxhkI";"SUBSCRIBER";306
"nvv4tPOY8lo";"SUBSCRIBER";920
"NjdZjozKboA";"SUBSCRIBER";257
"gc2X5L4Y5Xg";"SUBSCRIBER";646
"YfdypVSYb9c";"SUBSCRIBER";189
"6IHNYDy_Ynw";"SUBSCRIBER";673
"U0YyIsqDWV4";"SUBSCRIBER";672
"aus8JuVxajM";"SUBSCRIBER";911
"_p9E8fiDRDw";"SUBSCRIBER";906
"sepAWgLOCBI";"SUBSCRIBER";337
"Uuo8AsMxqss";"SUBSCRIBER";264
"QFADxSyXwwY";"SUBSCRIBER";755
"fKygF7VEJnQ";"SUBSCRIBER";944
"L1govVEBxDo";"SUBSCRIBER";353
"OyvjGRnxCkw";"SUBSCRIBER";1607
"Wz0N0c3EzVg";"SUBSCRIBER";678
"m4a2c55eXMU";"SUBSCRIBER";1044
"GvKYUgka_4Y";"SUBSCRIBER";896
"AY_n9OWPgsk";"SUBSCRIBER";421
"0v8DZuyM2GU";"SUBSCRIBER";825
"_JMSw6i5pzY";"SUBSCRIBER";879
"eXz0cLDRMyg";"SUBSCRIBER";1396
